City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,tralee,52.2704,-9.7026,279.29,65,40,6.69,IE,1709402954
292,buka,40.8108,69.1986,274.5,99,100,1.01,UZ,1709403046
293,makokou,0.5738,12.8642,297.94,87,95,1.02,GA,1709403049
294,yucheng,34.9289,116.4653,277.4,71,0,4.11,CN,1709403050
295,fale old settlement,-9.3852,-171.2468,302.06,79,64,7.79,TK,1709403050
296,la palma,33.8464,-118.0467,290.27,84,75,5.36,US,1709403051
297,centerville,39.6284,-84.1594,282.92,87,100,1.79,US,1709403033
298,ruteng,-8.6136,120.4721,291.12,89,98,0.41,ID,1709403053
299,pierre,44.3683,-100.351,276.66,75,20,1.54,US,1709403025
300,tondano,1.3038,124.9112,293.2,94,95,1.34,ID,1709403055
301,petropavlovsk-kamchatsky,53.0452,158.6483,265.48,73,75,0.0,RU,1709403055
302,olonkinbyen,70.9221,-8.7187,270.13,71,94,4.27,SJ,1709403060
303,conduaga,8.862,117.4893,297.51,83,57,1.39,PH,1709403061
304,saldanha,-33.0117,17.9442,291.29,87,12,13.38,ZA,1709403062
305,selkirk,50.1436,-96.8845,267.64,60,100,1.79,CA,1709402998
306,totness,5.8833,-56.3167,302.77,61,89,4.65,SR,1709403064
307,keflavik,64.0049,-22.5624,272.39,55,0,1.03,IS,1709403065
308,sarina,-21.4333,149.2167,298.3,1,51,1.68,AU,1709403065
309,brak,27.5496,14.2714,292.67,19,82,1.89,LY,1709403068
310,selfoss,63.9331,-20.9971,268.34,70,18,2.2,IS,1709403068
311,cefalu,38.0386,14.0229,285.7,80,47,0.34,IT,1709403069
312,nelson bay,-32.7167,152.15,295.37,95,100,0.89,AU,1709403070
313,simanggang,1.2472,111.4528,297.38,99,100,0.82,MY,1709403071
314,san antonio de pale,-1.4014,5.6325,301.73,70,100,1.35,GQ,1709403072
315,sheringham,52.9408,1.2093,280.43,87,70,7.75,GB,1709402843
316,malango,-2.9627,119.9001,294.17,96,100,0.83,ID,1709403074
317,las lomitas,-24.7096,-60.593,315.98,21,8,4.1,AR,1709403074
318,colchani,-20.3,-66.9333,289.99,43,91,2.83,BO,1709403075
319,page,36.9147,-111.4558,290.03,21,0,12.07,US,1709403000
320,nikolayevsk-on-amure,53.1406,140.73,248.7,99,78,1.8,RU,1709403077
321,pathein,16.7833,94.7333,294.4,73,64,3.4,MM,1709403078
322,newman,37.3138,-121.0208,284.9,76,57,2.24,US,1709403079
323,markovo,57.3206,107.0881,260.33,98,100,1.41,RU,1709402957
324,burela de cabo,43.65,-7.4,282.13,69,100,6.66,ES,1709403081
325,roquetas de mar,36.7642,-2.6148,289.15,74,12,15.82,ES,1709403083
326,alzamay,55.5562,98.6644,257.92,99,100,1.23,RU,1709403083
327,usinsk,65.9939,57.5281,271.52,97,100,8.05,RU,1709403085
328,pacocha,-17.5833,-71.3333,299.23,61,0,5.14,PE,1709403086
329,iskateley,67.6803,53.1512,273.16,95,100,7.6,RU,1709403087
330,aleksandrovsk-sakhalinskiy,50.8975,142.1561,258.46,96,100,1.96,RU,1709403088
331,khovd,48.0056,91.6419,260.55,57,61,0.14,MN,1709403089
332,petauke,-14.2426,31.3253,293.74,80,82,1.93,ZM,1709403090
333,colonia rincon viejo,16.9,-95.05,302.24,60,76,3.67,MX,1709403091
334,hadibu,12.65,54.0333,298.19,72,75,4.95,YE,1709403092
335,bandarbeyla,9.4942,50.8122,299.89,77,100,6.27,SO,1709403093
336,nieuw nickerie,5.95,-56.9833,301.52,68,64,5.32,SR,1709403094
337,port hedland,-20.3167,118.5667,300.18,83,98,2.06,AU,1709403094
338,velikovechnoye,44.934,39.755,282.77,60,100,7.13,RU,1709403096
339,medina,24.4686,39.6142,301.39,36,40,5.66,SA,1709403097
340,la passe,45.5549,-0.8967,281.28,81,100,2.48,FR,1709403098
341,nova vicosa,-17.8919,-39.3719,300.46,79,99,4.81,BR,1709403099
342,mega,4.05,38.3,297.06,36,43,4.23,ET,1709403100
343,kalmunai,7.4167,81.8167,298.57,83,78,2.27,LK,1709403101
344,mount pearl,47.5166,-52.7813,271.56,65,49,5.36,CA,1709403102
345,mugia,43.1041,-9.2179,281.43,68,67,9.2,ES,1709403103
346,nantucket,41.2835,-70.0995,281.23,93,100,6.69,US,1709403104
347,xiahu,26.6106,119.9483,280.44,80,20,2.59,CN,1709403104
348,green river,41.5286,-109.4662,282.58,43,98,3.58,US,1709403105
349,whiteville,34.3388,-78.7031,295.34,78,75,1.54,US,1709402833
350,hami,42.8,93.45,273.08,32,87,2.3,CN,1709403107
351,gaspe,48.8334,-64.4819,271.27,54,75,3.6,CA,1709403108
352,yambio,4.5721,28.3955,304.65,22,70,0.88,SS,1709403109
353,ballina,-28.8667,153.5667,296.36,96,99,3.27,AU,1709403110
354,cambria,35.5641,-121.0808,286.05,92,94,2.68,US,1709403111
355,dauphin,51.1494,-100.0502,259.23,66,40,4.12,CA,1709403111
356,nadym,65.5333,72.5167,264.76,95,92,4.83,RU,1709403112
357,yerofey pavlovich,53.9667,121.9667,248.09,96,55,1.84,RU,1709403113
358,i-n-salah,27.1935,2.4607,294.0,14,36,1.34,DZ,1709402910
359,nadi,-17.8,177.4167,299.15,89,40,1.03,FJ,1709403115
360,sisimiut,66.9395,-53.6735,269.16,73,93,6.79,GL,1709403116
361,dahlonega,34.5326,-83.9849,290.43,94,99,1.19,US,1709403117
362,ertil',51.8406,40.8056,270.76,85,78,4.94,RU,1709403118
363,karagandy,49.8019,73.1021,254.12,100,55,1.84,KZ,1709403118
364,chibougamau,49.9168,-74.3659,277.94,48,75,9.77,CA,1709403121
365,talitsa,56.8804,60.0213,267.45,94,100,4.69,RU,1709403122
366,tsengel,49.4783,100.8894,259.75,89,100,1.45,MN,1709403123
367,ar raqqah,35.95,39.0167,284.83,37,0,4.84,SY,1709403124
368,burang,30.25,81.1667,267.05,96,98,3.9,CN,1709403125
369,antofagasta,-23.65,-70.4,296.46,66,67,3.83,CL,1709403001
370,la gomera,14.0833,-91.05,307.54,37,46,4.95,GT,1709403127
371,kuusamo,65.9667,29.1833,273.17,100,100,3.09,FI,1709403128
372,yantarnyy,54.8717,19.9381,280.07,82,100,5.92,RU,1709403129
373,antsiranana,-12.2787,49.2917,299.89,79,100,5.4,MG,1709403130
374,gwanda,-20.9333,29.0,295.73,36,0,4.31,ZW,1709403131
375,gilgit,35.9221,74.3087,278.72,95,99,1.72,PK,1709403132
376,barcelos,41.5388,-8.6151,284.23,80,90,6.89,PT,1709403133
377,shengli,37.4564,118.4856,276.01,41,0,2.55,CN,1709403134
378,morondava,-20.2833,44.2833,300.89,83,45,4.31,MG,1709403135
379,sechura,-5.5569,-80.8222,299.6,75,93,2.4,PE,1709402871
380,bulata,9.8599,122.4016,297.84,83,97,6.09,PH,1709403137
381,tshabong,-26.05,22.45,303.57,23,30,4.28,BW,1709403142
382,masuguru,-11.3667,38.4167,297.7,96,84,0.97,TZ,1709403144
383,karamursel,40.6914,29.6157,286.43,77,99,0.36,TR,1709403145
384,fort st. john,56.2499,-120.8529,250.09,70,100,4.63,CA,1709403145
385,chamical,-30.36,-66.314,308.07,42,42,4.34,AR,1709403146
386,margate,51.3813,1.3862,280.2,88,100,2.68,GB,1709403006
387,berezovyy,51.6667,135.7,257.0,98,100,0.87,RU,1709403152
388,panguipulli,-39.6333,-72.3333,293.94,33,23,3.04,CL,1709403154
389,laiyang,36.9758,120.7136,273.91,57,0,1.62,CN,1709403155
390,dunedin,-45.8742,170.5036,284.15,79,96,1.34,NZ,1709403015
391,dudinka,69.4058,86.1778,261.86,93,100,8.49,RU,1709403156
392,aoulef,26.9667,1.0833,294.66,13,22,1.0,DZ,1709403157
393,waingapu,-9.6567,120.2641,299.69,87,96,2.52,ID,1709403158
394,hirtshals,57.5881,9.9592,278.75,98,100,4.01,DK,1709403159
395,bubaque,11.2833,-15.8333,298.64,68,96,6.42,GW,1709403160
396,kristiansund,63.1115,7.732,280.51,61,0,3.09,NO,1709403161
397,weno,7.4515,151.8468,301.12,74,75,4.63,FM,1709403163
398,troitsko-pechorsk,62.7084,56.1964,271.87,93,99,4.02,RU,1709403164
399,tacna,-18.0056,-70.2483,299.26,54,0,6.17,PE,1709403175
400,eyl,7.9803,49.8164,299.99,79,56,7.51,SO,1709403175
401,tvoroyri,61.5556,-6.8111,278.28,92,100,17.8,FO,1709403176
402,ullal,12.8,74.85,302.68,74,20,2.06,IN,1709402898
403,alappuzha,9.49,76.3264,299.94,72,92,2.07,IN,1709403178
404,firuzabad,28.8438,52.5707,280.5,45,0,0.98,IR,1709403180
405,nar'yan-mar,67.6713,53.087,273.21,95,100,7.6,RU,1709403181
406,berdigestyakh,62.0989,126.6992,249.15,98,100,2.89,RU,1709403181
407,emerald,-23.5333,148.1667,293.34,89,8,2.65,AU,1709403183
408,kampot,10.6167,104.1833,300.18,79,46,3.38,KH,1709403184
409,keren,15.7778,38.4581,296.21,41,86,1.82,ER,1709403184
410,sargatskoye,55.6101,73.4972,257.1,100,92,2.11,RU,1709403185
411,khandyga,62.6667,135.6,249.44,99,100,0.68,RU,1709403185
412,puerto maldonado,-12.6,-69.1833,304.37,70,75,2.57,PE,1709403187
413,ujae,8.9322,165.7642,300.39,73,100,9.01,MH,1709403189
414,armacao de buzios,-22.7469,-41.8817,301.18,70,2,5.03,BR,1709403190
415,twon-brass,4.3151,6.2418,301.84,77,91,4.03,NG,1709403191
416,esmeraldas,-19.7625,-44.3139,304.63,67,48,2.38,BR,1709403192
417,port macquarie,-31.4333,152.9167,294.76,90,92,2.18,AU,1709403193
418,port augusta,-32.5,137.7667,293.42,67,0,6.8,AU,1709403194
419,moose jaw,50.4001,-105.5344,264.29,79,97,8.75,CA,1709403195
420,trinidad,-14.8333,-64.9,306.75,54,92,2.57,BO,1709403196
421,nova sintra,14.8667,-24.7167,293.47,74,10,7.7,CV,1709403197
422,caleta de carquin,-11.0925,-77.6267,299.38,69,90,3.87,PE,1709403198
423,shingu,33.7333,135.9833,274.22,77,7,2.49,JP,1709403199
424,arteche,12.2645,125.4048,296.93,91,100,2.56,PH,1709403200
425,mildura,-34.2,142.15,288.19,59,36,4.31,AU,1709403201
426,praia da vitoria,38.7333,-27.0667,290.29,59,75,4.23,PT,1709403202
427,qashyr,53.0675,76.1036,262.27,97,93,3.43,KZ,1709403203
428,afaahiti,-17.75,-149.2833,302.08,79,95,6.76,PF,1709403204
429,san francisco zapotitlan,14.5833,-91.5167,302.45,66,67,3.54,GT,1709403205
430,kroya,-7.6331,109.2461,299.61,87,96,0.83,ID,1709403206
431,urcos,-13.6861,-71.6228,292.09,61,81,2.78,PE,1709403207
432,leava,-14.3,-178.1667,302.28,79,49,8.8,WF,1709403208
433,san francisco pujiltic,16.2778,-92.4493,305.02,41,67,2.94,MX,1709403209
434,vernon,50.2581,-119.2691,276.27,69,100,1.34,CA,1709403210
435,santana,-0.0583,-51.1817,306.25,62,75,3.6,BR,1709403211
436,santa fe,-31.6333,-60.7,308.87,43,52,2.49,AR,1709403002
437,altay,47.8667,88.1167,260.46,61,67,2.7,CN,1709403213
438,de aar,-30.6497,24.0123,301.74,20,8,2.09,ZA,1709403214
439,garissa,-0.4536,39.6401,308.31,30,93,4.16,KE,1709403215
440,robore,-18.3333,-59.75,312.71,25,75,4.41,BO,1709403216
441,murzuq,25.9155,13.9184,291.29,18,59,1.74,LY,1709403217
442,tomioka,36.25,138.9,271.31,56,0,2.61,JP,1709403217
443,essaouira,31.5125,-9.77,290.87,55,31,7.72,MA,1709403218
444,long xuyen,10.3833,105.4167,299.12,78,18,4.14,VN,1709403219
445,cosala,24.4125,-106.6908,303.03,18,70,1.83,MX,1709403220
446,neiafu,-18.65,-173.9833,300.53,83,20,2.57,TO,1709403221
447,tsiombe,-25.3,45.4833,298.21,78,48,5.41,MG,1709403222
448,ovalle,-30.5983,-71.2003,301.69,44,65,3.66,CL,1709403223
449,novokruchininskiy,51.7833,113.7667,255.0,99,52,1.34,RU,1709403223
450,emporia,38.4039,-96.1817,291.21,55,0,7.2,US,1709403023
451,barentu,15.1139,37.5928,300.76,21,73,2.8,ER,1709403225
452,klaksvik,62.2266,-6.589,276.66,87,100,16.66,FO,1709403226
453,island harbour,50.724,-1.2758,280.55,81,83,5.59,GB,1709403227
454,viedma,-40.8135,-62.9967,293.96,16,11,13.18,AR,1709403228
455,copiapo,-27.3667,-70.3333,302.36,34,69,4.32,CL,1709403228
456,yayva,59.3303,57.2641,271.58,97,100,2.69,RU,1709403230
457,springbok,-29.6643,17.8865,294.72,43,0,3.19,ZA,1709403231
458,vila franca do campo,37.7167,-25.4333,288.38,68,17,3.96,PT,1709403232
459,chake chake,-5.2459,39.7666,301.04,77,85,3.78,TZ,1709403233
460,koryazhma,61.3143,47.1691,273.1,91,100,3.33,RU,1709403234
461,huarmey,-10.0681,-78.1522,299.12,71,72,3.9,PE,1709403235
462,arkhara,49.4212,130.0842,248.02,100,88,1.34,RU,1709403236
463,hotan,37.0997,79.9269,273.3,41,52,2.26,CN,1709403237
464,panciu,45.9,27.0833,281.68,53,100,0.92,RO,1709403238
465,t'ongch'on-up,38.9539,127.8917,274.03,68,29,4.91,KP,1709402960
466,kyaikkami,16.08,97.5675,301.4,66,77,4.63,MM,1709403240
467,salinas,36.6777,-121.6555,284.88,85,100,3.6,US,1709403018
468,salsipuedes,19.4055,-70.3799,302.03,39,62,3.87,DO,1709403242
469,kidal,18.4411,1.4078,302.73,6,14,2.15,ML,1709403243
470,fisterra,42.9049,-9.2629,281.34,68,69,10.51,ES,1709403244
471,labrador city,52.9463,-66.9114,269.36,54,75,6.26,CA,1709403245
472,kirensk,57.7853,108.1119,259.42,98,100,1.75,RU,1709403246
473,alindao,5.0267,21.2088,305.03,30,94,1.22,CF,1709403247
474,tateyama,34.9833,139.8667,277.65,54,50,5.59,JP,1709403248
475,bankim,6.083,11.4905,303.27,36,100,2.08,CM,1709403249
476,missoula,47.0166,-113.8009,272.37,82,100,0.99,US,1709403053
477,sidney,-33.8679,151.2073,293.55,83,40,2.06,AU,1709403009
478,chiredzi,-21.05,31.6667,298.53,50,18,3.53,ZW,1709403251
479,howrah,22.5892,88.3103,298.15,69,40,1.54,IN,1709403252
480,djebeniana,35.035,10.9081,289.04,73,99,6.11,TN,1709403253
481,namibe,-15.1961,12.1522,297.51,82,47,7.02,AO,1709403254
482,christchurch,-43.5333,172.6333,288.1,82,75,10.8,NZ,1709403038
483,yarmouth,41.7057,-70.2286,282.95,87,100,4.02,US,1709403256
484,anna regina,7.2644,-58.5077,304.27,49,68,3.55,GY,1709403257
485,santa isabel,-23.3156,-46.2214,301.99,56,50,1.98,BR,1709403257
486,edson,53.5835,-116.4356,255.21,78,100,3.6,CA,1709403063
487,nova xavantina,-14.6667,-52.35,307.44,50,72,0.5,BR,1709403259
488,guerrero negro,27.9769,-114.0611,290.68,62,99,7.47,MX,1709402854
489,izmail,45.3493,28.8408,278.31,54,100,2.8,UA,1709403261
490,kill devil hills,36.0307,-75.676,292.15,98,100,3.6,US,1709403262
491,labuan,5.2767,115.2417,299.36,88,99,4.87,MY,1709403263
492,broome,42.2506,-75.833,280.76,95,100,4.63,US,1709403264
493,voss,60.623,6.4229,278.27,99,100,2.08,NO,1709403265
494,aban,56.67,96.06,254.01,100,99,0.51,RU,1709403265
495,pont rouge,48.8833,-72.0825,280.31,83,90,3.97,CA,1709403267
496,harper,4.375,-7.7169,301.8,75,73,3.01,LR,1709403268
497,havre,49.5833,0.3333,280.02,70,0,0.51,FR,1709403269
498,anloga,5.7947,0.8973,303.27,66,100,5.37,GH,1709403270
499,cold lake,54.4502,-110.2017,255.12,60,75,5.66,CA,1709403271
500,slave lake,55.2834,-114.769,255.14,71,100,3.6,CA,1709403272
501,kone,-21.0595,164.8658,298.11,88,57,1.02,NC,1709403273
502,kolonia town,6.964,158.206,300.63,75,100,9.63,FM,1709403274
503,balikpapan,-1.2675,116.8289,299.7,94,20,2.57,ID,1709403275
504,brodnica,53.2597,19.3965,282.25,72,99,5.46,PL,1709403208
505,riberalta,-10.9833,-66.1,306.26,62,75,2.06,BO,1709403276
506,isangel,-19.55,169.2667,299.67,89,96,3.56,VU,1709403278
507,kangding,30.0513,101.9603,280.04,46,18,3.27,CN,1709403057
508,palmer,42.1584,-72.3287,281.38,79,100,1.54,US,1709403280
509,al qaryatayn,34.2296,37.2407,285.62,37,25,1.79,SY,1709403281
510,namdrik,5.5994,168.1028,301.28,78,100,10.12,MH,1709403281
511,kavaratti,10.5669,72.642,301.14,70,28,2.38,IN,1709403282
512,mujiayingzi,42.1167,118.7833,263.97,66,20,2.39,CN,1709403283
513,guiuan,11.0333,125.7247,299.44,75,100,3.69,PH,1709403284
514,juneau,58.3019,-134.4197,264.49,100,77,4.56,US,1709403285
515,hatillo,18.4863,-66.8254,304.47,68,3,6.26,PR,1709402993
516,uribia,11.7139,-72.266,306.09,40,67,9.81,CO,1709403287
517,turuntayevo,52.2,107.6167,257.2,100,95,0.72,RU,1709403287
518,baloda bazar,21.6667,82.1667,300.28,30,48,1.56,IN,1709403288
519,linkoping,58.4109,15.6216,278.04,97,100,5.14,SE,1709403289
520,rongelap,11.1635,166.8941,299.7,81,97,9.14,MH,1709403290
521,shache,38.4167,77.2406,276.56,48,100,3.02,CN,1709403291
522,antalaha,-14.9003,50.2788,300.1,80,100,6.61,MG,1709403292
523,pangkalanbuun,-2.6833,111.6167,297.52,99,100,1.12,ID,1709403292
524,machico,32.7,-16.7667,292.04,67,40,4.63,PT,1709403293
525,dhuusamarreeb,5.535,46.3861,302.0,45,92,9.4,SO,1709403294
526,araxa,-19.5933,-46.9406,302.29,47,85,3.82,BR,1709403017
527,tindouf,27.6711,-8.1474,297.4,14,44,3.09,DZ,1709403296
528,bozuyuk,39.9078,30.0367,280.34,73,95,1.05,TR,1709403297
529,kununurra,-15.7667,128.7333,299.14,94,98,0.0,AU,1709403297
530,acapulco de juarez,16.8634,-99.8901,303.05,48,20,3.09,MX,1709403226
531,revda,56.801,59.9303,269.38,93,98,4.86,RU,1709403299
532,dalhart,36.0595,-102.5133,294.16,12,0,8.23,US,1709403300
533,flin flon,54.7682,-101.865,256.84,71,13,2.77,CA,1709403158
534,greymouth,-42.4667,171.2,288.17,93,100,2.31,NZ,1709403302
535,collie,-33.3667,116.15,297.0,66,100,5.73,AU,1709403303
536,callao,-12.0667,-77.15,302.31,54,0,3.6,PE,1709403304
537,usogorsk,63.4106,48.6872,271.3,96,100,3.59,RU,1709403305
538,north bend,43.4065,-124.2243,277.18,93,75,4.63,US,1709403306
539,jayapura,-2.5333,140.7,298.81,93,100,1.16,ID,1709403308
540,saint-pierre,-21.3393,55.4781,296.97,78,0,2.57,RE,1709403310
541,am timan,11.0297,20.2827,308.53,10,100,1.41,TD,1709403311
542,tapes,-30.6733,-51.3958,302.4,62,31,3.94,BR,1709403243
543,st. john's,47.5649,-52.7093,272.02,66,52,5.36,CA,1709403019
544,pacific grove,36.6177,-121.9166,284.97,80,100,7.15,US,1709403313
545,progreso,21.2833,-89.6667,306.21,50,13,1.43,MX,1709403177
546,bastrop,32.7562,-91.8724,285.97,100,100,0.0,US,1709403316
547,amahai,-3.3333,128.9167,299.05,89,100,1.25,ID,1709403317
548,san luis,-33.295,-66.3356,298.4,39,99,8.14,AR,1709403318
549,motueka,-41.1333,173.0167,290.98,83,100,2.18,NZ,1709403319
550,villa gesell,-37.2639,-56.973,302.94,50,43,8.91,AR,1709403319
551,mbandaka,0.0487,18.2603,297.13,90,98,2.87,CD,1709403321
552,miracema do tocantins,-9.5618,-48.3967,305.4,59,91,1.45,BR,1709403322
553,kampung tanjung karang,3.4242,101.1849,299.68,95,100,0.98,MY,1709403322
554,mahdia,35.5047,11.0622,290.12,76,77,10.21,TN,1709403323
555,kilinochchi,9.3961,80.3982,296.89,87,53,3.27,LK,1709403324
556,sinjar,36.3209,41.8754,283.02,34,31,2.21,IQ,1709403325
557,shchyolkino,45.4291,35.8223,279.57,81,100,5.16,UA,1709403326
558,moranbah,-22.0016,148.0466,296.29,87,41,2.56,AU,1709403327
559,nicoya,10.1483,-85.452,308.8,32,63,2.57,CR,1709403329
560,longmen,24.9597,118.0889,283.49,80,99,0.79,CN,1709403330
561,nandurbar,21.3667,74.25,296.54,66,0,9.03,IN,1709403331
562,rio grande city,26.3798,-98.8203,295.3,40,2,2.88,US,1709403331
563,akureyri,65.6835,-18.0878,265.11,73,0,2.57,IS,1709403332
564,amanganj,24.4333,80.0333,294.24,72,66,3.69,IN,1709403333
565,coahuayana de hidalgo,18.7,-103.6583,303.85,35,36,3.1,MX,1709403334
566,derzhavinsk,51.1,66.3167,254.7,100,64,2.59,KZ,1709403335
567,launceston,-41.45,147.1667,286.37,66,64,6.17,AU,1709403336
568,coari,-4.085,-63.1414,300.45,91,99,1.87,BR,1709403231
569,sao gabriel da cachoeira,-0.1303,-67.0892,297.54,90,100,1.19,BR,1709403118
570,nogliki,51.8333,143.1667,254.45,91,100,2.68,RU,1709403349
571,alenquer,-1.9417,-54.7383,304.73,58,100,1.19,BR,1709403350
572,porkhov,57.765,29.5561,274.76,84,64,3.1,RU,1709403351
573,the dalles,45.5946,-121.1787,279.65,83,100,2.24,US,1709403353
574,west bay,19.3667,-81.4167,303.19,58,20,6.69,KY,1709403354
575,ketchikan,55.3422,-131.6461,274.14,59,0,4.12,US,1709403355
576,plettenberg bay,-34.0527,23.3716,292.13,84,16,0.47,ZA,1709403355
577,san juan bautista,-14.0108,-75.7358,305.14,41,45,2.97,PE,1709403356
578,sinabang,2.4803,96.3801,299.43,84,99,1.79,ID,1709403357
579,isiro,2.7739,27.616,299.48,50,88,1.52,CD,1709403358
580,dalbandin,28.8947,64.4101,277.77,43,0,3.74,PK,1709403359
581,sesheke,-17.4759,24.2968,299.31,30,21,0.67,ZM,1709403360
